S? ch?ng t?;NgÖy t?o;Ng??i t?o;Lo?i k? ho?ch;Ghi ch£ 1;M? v?t t?;Tàn v?t t?;?vt 1;S? l??ng (1);HSQ?;?vt 2;S? l??ng (2);Ghi ch£ 2;M?c ?°ch s? d?ng;NgÖy s? d?ng
EP2311-0021;10/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?Y ?AI JUMBO UNIPACK ?EN;10DAI-PPDE0-01-0205;DÉy ?ai PP, 2.0cm x 5.0g/m, M?N: 8, mÖu ?en.;M;27000;0,005;KG;135;D?Y ?AI JUMBO UNIPACK ?EN;;14/11/2023
EP2312-0027;11/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"D?Y ?AI JUMBO UNIPACK ?EN 
(B? sung hao h?t theo ?? xu?t)";10DAI-PPDE0-01-0205;DÉy ?ai PP, 2.0cm x 5.0g/m, M?N: 8, mÖu ?en.;M;2100;0,005;KG;10,5;D?Y ?AI JUMBO UNIPACK ?EN;;14/12/2023
EP2311-0008;06/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"SO2310-0054 - HARVEST (T?n kho 80k 02/11/2023)
SO2311-0001 - UNIPACK";040010021000000;Ch? may multi 800D mÖu ?en (ch? d?t ?ai) l?c kÇo ??t Ú4.0KgF, d?n dÖi Ú 20.0%, UV 1-2%, nh£ng h? 20 ?i?m / 1 mÇt;KG;600;1;KG;600;SO2311-0001 - UNIPACK;;10/11/2023
EP2311-0013;07/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng cho m†y s?i LOHIA-1. VÖ v?t t? s?a ch?a l??c m†y d?t LOHIA.;0700100050000000;Nh?t omala320;LIT;200;1;LIT;200;;Thay th?;13/11/2023
EP2402-0031;26/02/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng choa m†y m¢c thi?t b? s?n xu?t.;0700100050000000;Nh?t omala320;LIT;200;1;LIT;200;;S? d?ng cho h?p s? m†y m¢c thi?t b?.;03/03/2024
EP2311-0015;09/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;Nh?a ?p t??ng phïng Big Boss;0908400040000000;Lam Nh?a 5 s¢ng;CAY;80;1;CAY;80;;;11/11/2023
EP2311-0029;13/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"Nh?a ?p t??ng phïng Big Boss
BÖn Bi L?c
BÖn BIDa
BÖn B¢ng bÖn";0908400040000000;Lam Nh?a 5 s¢ng;CAY;80;1;CAY;80;;;14/11/2023
EP2311-0102;29/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;Nh?a ?p t??ng trang tr° v?n phïng (28.11.2023);0908400040000000;Lam Nh?a 5 s¢ng;CAY;32;1;CAY;32;;;01/12/2023
EP2312-0096;29/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;Ph?c v? ?p t??ng phïng Boss;0908400040000000;Lam Nh?a 5 s¢ng;CAY;62;1;CAY;62;;;31/12/2023
EP2312-0096;29/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;Ph?c v? ?p t??ng phïng Boss;0908800230000000;Keo d†n  t?m nh?a;CHAI;2;1;CHAI;2;;;31/12/2023
EP2311-0102;29/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;Nh?a ?p t??ng trang tr° v?n phïng (28.11.2023);0908800230000000;Keo d†n  t?m nh?a;CHAI;4;1;CHAI;4;;;01/12/2023
EP2311-0029;13/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"Nh?a ?p t??ng phïng Big Boss
BÖn Bi L?c
BÖn BIDa
BÖn B¢ng bÖn";0908800230000000;Keo d†n  t?m nh?a;CHAI;6;1;CHAI;6;;;14/11/2023
EP2311-0015;09/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;Nh?a ?p t??ng phïng Big Boss;0908800230000000;Keo d†n  t?m nh?a;CHAI;6;1;CHAI;6;;;11/11/2023
EP2312-0015;05/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;H?T M?U + PH? DA;HAT-DEN-CB105;H?t mÖu ?en m? s? CB105 (TÉn Hóng C?);KG;125;1;KG;125;"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU";;15/12/2023
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-DEN-CB105;H?t mÖu ?en m? s? CB105 (TÉn Hóng C?);KG;150;1;KG;150;PERU;;20/12/2023
EP2312-0046;14/12/2023;Nguy?n D?ng Trung;Theo b? ph?n;"PERU 6 CONT ( 3 CU?N, 3 BAO)
HANWA";HAT-DEN-CB105;H?t mÖu ?en m? s? CB105 (TÉn Hóng C?);KG;350;1;KG;350;PERU;;25/01/2024
EP2404-0037;11/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;"H?t mÖu ?en m? s? CB105 (TÉn Hóng C?)
H?t mÖu ?? EMH4022 - ChÉu Éu
H?t mÖu vÖng EMP2014(C. ?u)";HAT-DEN-CB105;H?t mÖu ?en m? s? CB105 (TÉn Hóng C?);KG;50;1;KG;50;SO2404-0017 - PERU [S?I TREO GI?N];;15/04/2024
EP2407-0093;30/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"DÉy ROPE PP, D6mm x 12g/m, tr?ng ??c. S? d?ng s?i t?n d?ng
H?t mÖu ?en m? s? CB105 (TÉn Hóng C?)";HAT-DEN-CB105;H?t mÖu ?en m? s? CB105 (TÉn Hóng C?);KG;800;1;KG;800;SO2407-0052;;02/08/2024
EP2403-0043;14/03/2024;HoÖng V?n Khiàm;Theo b? ph?n;V?t t? ??ng pallets g?;0913900060000000;?inh 4cm;KG;20;1;KG;20;;;20/03/2024
EP2311-0017;09/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;?INH ??NG PALLET XU?T KH?U;0913900060000000;?inh 4cm;KG;15;1;KG;15;;;10/11/2023
EP2311-0029;13/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"Nh?a ?p t??ng phïng Big Boss
BÖn Bi L?c
BÖn BIDa
BÖn B¢ng bÖn";0919700100000000;BÖn BIDa;BO;1;1;BO;1;;;14/11/2023
EP2311-0029;13/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"Nh?a ?p t??ng phïng Big Boss
BÖn Bi L?c
BÖn BIDa
BÖn B¢ng bÖn";0919700110000000;BÖn Bi L?c;BO;1;1;BO;1;;;14/11/2023
EP2311-0023;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng thay th? s?a ch?a MMTB ph?c v? s?n xu?t.;0906000950000000;"Nhìng ?ìi 40. ( SPROCKET 08B - 3 Z=36 D60/LK 96/40.5 1/2-5/16"") M?: Z4T - 05988";CAI;4;1;CAI;4;;Thay th?  s?a ch?a.;30/11/2023
EP2311-0022;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng thay th? s?a ch?a MMTB ph?c v? s?n xu?t.;0902100960000000;DÉy curoa STS2400 - S8M;SOI;15;1;SOI;15;;;21/11/2023
EP2311-0022;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng thay th? s?a ch?a MMTB ph?c v? s?n xu?t.;0902100970000000;DÉy curoa STS1120 - S8M;SOI;15;1;SOI;15;;;21/11/2023
EP2311-0023;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng thay th? s?a ch?a MMTB ph?c v? s?n xu?t.;0906000690000000;"Nhìng ?ìi 40 - (SPROKET 08B-3 Z=15 D35H7/34.9  1/2-5/16"") M?= Z4T-05998";CAI;4;1;CAI;4;;Thay th?  s?a ch?a.;30/11/2023
EP2311-0022;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng thay th? s?a ch?a MMTB ph?c v? s?n xu?t.;0901900700000000;B†nh xe cìn dÖi CS ( theo m?u).;CAI;50;1;CAI;50;;;21/11/2023
EP2311-0022;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng thay th? s?a ch?a MMTB ph?c v? s?n xu?t.;0904500400000000;S?n x?t ATM - A220.;CHAI;50;1;CHAI;50;;;12/11/2023
EP2407-0057;16/07/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? s?a ch?a m†y m¢c thi?t b? b? ph?n b†n thÖnh ph?m,;0904500400000000;S?n x?t ATM - A220.;CHAI;20;1;CHAI;20;;S? d?ng s?a ch?a MMTB BTP.;21/07/2024
EP2311-0024;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a MMTB c?a phïng k? thu?t.;0902900180000000;Vïng sin phi ngoÖi 35 x 3.5mm;SOI;5;1;SOI;5;;D? phïng thay th?;22/11/2023
EP2311-0024;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a MMTB c?a phïng k? thu?t.;0902900370000000;Vïng sin phi ngoÖi 70x6mm;SOI;5;1;SOI;5;;D? phïng thay th?;22/11/2023
EP2311-0024;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a MMTB c?a phïng k? thu?t.;0902900380000000;Vïng sin phi ngoÖi 16x2.5mm;SOI;5;1;SOI;5;;D? phïng thay th?;22/11/2023
EP2311-0024;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a MMTB c?a phïng k? thu?t.;0902900390000000;Vïng sin phi ngoÖi 20x1.5mm;SOI;5;1;SOI;5;;D? phïng thay th?;22/11/2023
EP2311-0024;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a MMTB c?a phïng k? thu?t.;0902900400000000;Vïng sin phi ngoÖi 70x3.5mm;SOI;5;1;SOI;5;;D? phïng thay th?;22/11/2023
EP2311-0024;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a MMTB c?a phïng k? thu?t.;0904700100000000;CO H?I REN10 - ?ng 6mm;CAI;10;1;CAI;10;;D? phïng thay th?;22/11/2023
EP2311-0025;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho m†y d?t NOVA61,;0908300400000000;C?u chç BUSS MANN - 40ET.;CAI;10;1;CAI;10;;Thay th?.;20/11/2023
EP2311-0025;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho m†y d?t NOVA61,;0902209890000000;Relay ki?ng IDEC - 8 chÉn d?p nh? coil 220V;CAI;10;1;CAI;10;;Thay th?.;20/11/2023
EP2311-0025;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho m†y d?t NOVA61,;0902209900000000;Relay ki?ng IDEC - 8 chÉn d?p l?n coil 220V;CAI;10;1;CAI;10;;Thay th?.;20/11/2023
EP2311-0025;10/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho m†y d?t NOVA61,;0902209910000000;?än b†o mÖu ?? phi 22-24V- Schneider - XB7EV04BP.;CAI;40;1;CAI;40;;Thay th?.;20/11/2023
EP2311-0029;13/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;"Nh?a ?p t??ng phïng Big Boss
BÖn Bi L?c
BÖn BIDa
BÖn B¢ng bÖn";0919700120000000;BÖn B¢ng bÖn;BO;1;1;BO;1;;;14/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00001;?o k? thu?t b?o trç ng?n tay - size S;CAI;15;1;CAI;15;;;29/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00002;?o k? thu?t b?o trç ng?n tay - size M;CAI;20;1;CAI;20;;;29/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00003;?o k? thu?t b?o trç ng?n tay - size L;CAI;85;1;CAI;85;;;29/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00004;?o k? thu?t b?o trç ng?n tay - size XL;CAI;15;1;CAI;15;;;29/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00005;?o k? thu?t b?o trç ng?n tay - size XXL;CAI;10;1;CAI;10;;;29/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00006;?o k? thu?t b?o trç DÖi tay - size S;CAI;10;1;CAI;10;;;29/11/2023
EP2311-0034;15/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA ?O K? THU?T B?O TR?;53AOKTHBTNT00008;?o k? thu?t b?o trç DÖi tay - size L;CAI;30;1;CAI;30;;;29/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109110000000;B?n r?a Rau 2 ì;C†i;1;1;C†i;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109120000000;B?n R?a 3 ì;C†i;1;1;C†i;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109130000000;Ch?u vo g?o c¢ c†nh;C†i;1;1;C†i;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109140000000;H? th?ng H£t kh¢i;M;5;1;C†i;5,4;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109150000000;Phin l?c m?;M;5;1;C†i;5,4;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109160000000;?ng h£t kh¢i +ìng gom kh¢i;M;11;1;C†i;11,4;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109170000000;B?y T†ch M?;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109180000000;N?i ?i?n ( n?i H?m x??ng);CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109190000000;M†y r?a 2 h?c cìng nghi?p;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092000000000;T? s?y Khay chÇn;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092100000000;T? ??ng chÇn;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092200000000;T? h?p c?m Gas vÖ ?i?n (80kg);CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092300000000;T? Dao s?ng_Ch°n;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092400000000;K? Gia V? 2 T?ng M?t Tràn bÖn;CAI;2;1;CAI;2;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092500000000;Xe chuy?n Th?c ?n 2 t?ng;CAI;2;1;CAI;2;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092600000000;H? Th?ng gas 4 bçnh 20m ?ng;BO;1;1;BO;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092700000000;Xe ch? vÖ ??y khay d?;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;52001092800000000;Mì t? Qu?t H£t 3HP;CAI;1;1;CAI;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109290000000;CO INOX;CAI;3;1;CAI;3;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0032;14/11/2023;Nguy?n D?ng Trung;Theo b? ph?n;D?NG C? B?P THI?N PH?T ??T 2;5200109300000000;V?T T? PH?;BO;1;1;BO;1;D?NG C? B?P THI?N PH?T;;16/11/2023
EP2311-0033;14/11/2023;Tr?n Th? Ph??ng;Theo b? ph?n;MUA KHUNG ?? CH?NH S?CH CH?T L??NG;0909900050000000;Khung G? 800x1100mm;CAI;1;1;CAI;1;;;17/11/2023
EP2312-0040;13/12/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? xu?t mua khung g? ?? ch°nh s†ch ch?t l??ng;0909900050000000;Khung G? 800x1100mm;CAI;1;1;CAI;1;;;15/12/2023
EP2312-0004;01/12/2023;Tr?n Th? Ph??ng;Theo b? ph?n;?? XU?T MUA KHUNG G? ?? CH?NH S?CH CL, V?N H?A ?NG X?;0909900050000000;Khung G? 800x1100mm;CAI;7;1;CAI;7;;;06/12/2023
EP2401-0007;04/01/2024;Nguy?n D?ng Trung;Theo b? ph?n;SO2311-0028 - Peru (Jumbo);10TEM-TC004-01-0000;Tem bao jumbo peru 01JBO-TC004-01-0000;C†i;2550;0,001;KG;2,55;SO2311-0028 - Peru (Jumbo);;11/01/2024
EP2311-0036;15/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng ch?y hÖng c?a phÉn x??ng JUMBO theo ?? xu?t.;0905300880000000;Dao c?t nhi?t hçnh trïn Phi 330x56mm (Gia cìng theo b?n v?);CAI;1;1;CAI;1;;S?n xu?t;18/11/2023
EP2311-0036;15/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng ch?y hÖng c?a phÉn x??ng JUMBO theo ?? xu?t.;0902209920000000;?i?n tr? nhi?t s? phi 330x40mm - 240V- 2500W;CAI;1;1;CAI;1;;S?n xu?t;18/11/2023
EP2404-0073;24/04/2024;Nguy?n D?ng Trung;Theo b? ph?n;Pallet;9045002440000000;"Pallet g? k°ch th??c WxLxH: 105.0x105.0x15.0cm; TL: 18-25kg/c†i";C†i;44;1;C†i;44;SO2404-0026 - UNIPACK;;30/05/2024
EP2407-0083;25/07/2024;Nguy?n D?ng Trung;Theo b? ph?n;"Ch? may PP 900D
HAT-EMMV8C
HAT-EMPP-MF
HAT-TAYOP10";9045002440000000;"Pallet g? k°ch th??c WxLxH: 105.0x105.0x15.0cm; TL: 18-25kg/c†i";C†i;44;1;C†i;44;SO2407-0052;;17/08/2024
EP2311-0048;20/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho nhÖ VP m?i.;0902209930000000;?än led Ém tr?n Anfaco AFC-731 - ?nh s†ng vÖng 3200K.;CAI;24;1;CAI;24;;;24/11/2023
EP2311-0048;20/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? thay th? cho nhÖ VP m?i.;0902209940000000;?än led Ém tr?n Anfaco AFC-731 - ?nh s†ng trug t°nh- 4200K.;CAI;6;1;CAI;6;;;24/11/2023
EP2311-0054;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;VT s?a ch?a l†p h?i cho m†y tr†ng h?p.;0907800210000000;Ru?t cao su tr?c h?i phi ngoÖi 35mm x phi trong 25mm;MÇt;3;1;MÇt;2,6;;Thay th?;25/11/2023
EP2311-0056;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y m¢c thi?t b? c?a phïng k? thu?t.;0902209950000000;Cìng t?c c?m bi?n †nh s†ng KAWASAN - LS6;CAI;2;1;CAI;2;;D? phïng thay th?.;27/11/2023
EP2311-0058;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y s?i LOHIA1 vÖ v?t t? d? phïng cho m†y d?t lohia;0902209960000000;Domino s? TC-503-A-3P KT: (L37 x W22.1 x H19);CAI;15;1;CAI;15;;Thay th? vÖ d? phïng thay th?.;27/11/2023
EP2311-0058;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y s?i LOHIA1 vÖ v?t t? d? phïng cho m†y d?t lohia;0902209970000000;Domino s? TC-652-A-2P KT: (L32.9 x W29.2 x H22);CAI;15;1;CAI;15;;Thay th? vÖ d? phïng thay th?.;27/11/2023
EP2311-0058;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y s?i LOHIA1 vÖ v?t t? d? phïng cho m†y d?t lohia;0902209980000000;MÖn hçnh m†y d?t CS . HMI - TP04G-AS2.;CAI;1;1;CAI;1;;Thay th? vÖ d? phïng thay th?.;27/11/2023
EP2311-0058;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y s?i LOHIA1 vÖ v?t t? d? phïng cho m†y d?t lohia;0920600570000000;B?ng t?i b?n 35 chu vi 6040mm.;SOI;3;1;SOI;3;;Thay th? vÖ d? phïng thay th?.;27/11/2023
EP2311-0060;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? lÖm dÖn hoa VP m?i.;0905500290000000;S?t h?p tr†ng k?m 20x40x2mm;CAY;30;1;CAY;30;;L?p ??t m?i.;27/11/2023
EP2311-0060;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? lÖm dÖn hoa VP m?i.;0916600690000000;M?t b°t s?t 100x100x10mm;CAI;20;1;CAI;20;;L?p ??t m?i.;27/11/2023
EP2312-0028;11/12/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng lÖm nhÖ khu v?c kho ph? theo ?? xu?t.;0916600690000000;M?t b°t s?t 100x100x10mm;CAI;10;1;CAI;10;;L?p m?i,;18/12/2023
EP2312-0055;15/12/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? lÖm nhÖ kho phÉn x??ng m†y ?.;0916600690000000;M?t b°t s?t 100x100x10mm;CAI;25;1;CAI;25;;LÖm m?i;18/12/2023
EP2312-0028;11/12/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng lÖm nhÖ khu v?c kho ph? theo ?? xu?t.;090340073000000;T?c kà s?t n? phi 10 x100mm;CON;30;1;CON;30;;L?p m?i,;18/12/2023
EP2311-0085;27/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? lÖm dÖn hoa cìng viàn v?n phïng m?i.;090340073000000;T?c kà s?t n? phi 10 x100mm;CON;50;1;CON;50;;L?p ??t m?i.;01/12/2023
EP2311-0060;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? lÖm dÖn hoa VP m?i.;090340073000000;T?c kà s?t n? phi 10 x100mm;CON;50;1;CON;50;;L?p ??t m?i.;27/11/2023
EP2407-0097;31/07/2024;??ng Th? M? H?nh;Theo b? ph?n;?? xu?t mua v?t t? xÉy d?ng lÖm m†i tìn X5+X6 vÖ c?i t?o c?n tin c?;090340073000000;T?c kà s?t n? phi 10 x100mm;CON;2;1;CON;2;;LÖm m†i tìn l?i ?i X5+X6;03/08/2024
EP2311-0061;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng c?a b? ph?n sx d?t s?i. VÖ v?t t? lÖm dao c?t nhi?t NOVA61 theo ?? xu?t.;0910700090000000;??ng thau l?c gi†c 30x1000mm;CAY;2;1;CAY;2;;;27/11/2023
EP2311-0061;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng c?a b? ph?n sx d?t s?i. VÖ v?t t? lÖm dao c?t nhi?t NOVA61 theo ?? xu?t.;0926400310000000;?† c?t makita phi 125x1.2mm;VIEN;50;1;VIEN;50;;;27/11/2023
EP2311-0061;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng c?a b? ph?n sx d?t s?i. VÖ v?t t? lÖm dao c?t nhi?t NOVA61 theo ?? xu?t.;0923600020000000;ThÇp gi¢ trïn phi 10x200mm;CAY;20;1;CAY;20;;;27/11/2023
EP2405-0091;28/05/2024;HÖ M?nh Hóng;Theo b? ph?n;V?t t? lÖm m?i dao r?c nhi?t m†y d?t vÖ dao nhi?t x? l? t?a biàn m†y c?t auto theo ?? xu?t.;0923600020000000;ThÇp gi¢ trïn phi 10x200mm;CAY;10;1;CAY;10;;Thay m?i.;02/06/2024
EP2311-0061;21/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s? d?ng c?a b? ph?n sx d?t s?i. VÖ v?t t? lÖm dao c?t nhi?t NOVA61 theo ?? xu?t.;0906800200000000;M†y mÖi Bosh GWS900-100S-100mm;CAI;1;1;CAI;1;;;27/11/2023
EP2311-0065;23/11/2023;HÖ M?nh Hóng;Theo b? ph?n;Thi?t b? s? d?ng c?a b? ph?n Kho theo ?? xu?t.;0906800410000000;M†y c?t s?t 3 pha H?ng K? HKCF332.;CAI;1;1;CAI;1;;;27/11/2023
EP2311-0071;23/11/2023;Nguy?n V?n Long;Theo b? ph?n;??T M?C IN GI?N TI?P ??N H?NG G?P MEKONG (SO2310-0034);0700100440000000;M?c ?? 1788 gi†n ti?p;KG;64;1;KG;64;;M?Y IN;25/11/2023
EP2311-0106;29/11/2023;Nguy?n V?n Long;Theo b? ph?n;??T M?C IN GI?N TI?P ??N H?NG MEKONG V? SGX;0700100440000000;M?c ?? 1788 gi†n ti?p;KG;20;1;KG;20;;M?Y IN;01/12/2001
EP2311-0073;24/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y s?i LOHIA 2+3. VÖ v?t t? thay th? cho MMTB.;0902700780000000;??ng H? ?o T?c ?? Autonics MP5W-41;CAI;3;1;CAI;3;;Thay th? s?a ch?a;27/11/2023
EP2311-0073;24/11/2023;HÖ M?nh Hóng;Theo b? ph?n;V?t t? s?a ch?a m†y s?i LOHIA 2+3. VÖ v?t t? thay th? cho MMTB.;0914700080000000;Pin c£c †o LR1130;VIEN;5;1;VIEN;5;;Thay th? s?a ch?a;27/11/2023
